code;nom;latitude;longitude;region;statut;zone_hta;zone_complete
AURIA;AURIAC;43.4605499918467;-0.321116433640321;NOUVELLE-AQUITAINE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et en zone soutirage HTB
AURIL;AURILLAC;44.9171287204178;2.4399887901666;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
AURI5;AURIOL;43.3637790703528;5.61765728532197;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
AURIO;AURIOLLES;44.7457307909818;0.0354840587643867;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
AUSSO;AUSSOIS;45.2144732560278;6.71201774416348;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AUSTE;AUSTERLITZ;48.84939946248;2.36924252635248;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
AUTER;AUTERRIVE;43.4674404794541;-1.01810626502499;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AUTUN;AUTUN;46.9559509787214;4.31729693577423;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
AUVIL;AUVILLIERS;48.0700593749686;1.87820762894797;CENTRE-VAL DE LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AUXER;AUXERRE;47.7943924559635;3.59338854485743;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
AUXON;AUXONNE;47.18865150176;5.38627984178443;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
AUZAN;AUZANCES;46.0337441571055;2.50020024268561;NOUVELLE-AQUITAINE;Saturé;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
AUZAT;AUZAT;42.7628943019869;1.47779897936322;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AUZER;AUZERETTE;45.364914;2.6463091;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AVALL;AVALLON;47.4965240116618;3.91941091655518;BOURGOGNE-FRANCHE-COMTé;Saturé;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AVENI;AVENIR;48.9162860650971;2.41699237644906;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
A.COM;AVESNES-LE-COMTE;50.2724354002883;2.51204588362362;HAUTS-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
AVEZE;AVEZE;43.9795989420131;3.59964132844675;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AVIGN;AVIGNON;43.9480796950803;4.85516174271644;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
AVIG5;AVIGNONET;43.362470149849;1.79348738268286;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
AVIO5;AVION;50.4117603039385;2.80215890017126;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AVOIN;AVOINE;47.2305540872985;0.171483491284663;CENTRE-VAL DE LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AVORI;AVORIAZ;46.1980385282418;6.76700866491942;AUVERGNE-RHôNE-ALPES;En construction (déduit selon data Capareseau);Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
AVRAN;AVRANCHES;48.6752169839683;-1.3150815621678;NORMANDIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
AVREU;AVREUIL;48.035348028719;4.00516946487805;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AVRIL;AVRILLE;47.5201852428987;-0.597742175692408;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
AVRIM;AVRIMA;48.8705370795256;6.06447935143285;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AVRON;AVRON;48.8722281582367;2.52811605497781;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
A.THE;AX-LES-THERMES;42.7242971017969;1.83353255071124;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AYRES;AYRES;44.0382221739918;2.82549605788662;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
AYTRE;AYTRE;46.1301041999626;-1.09135181068135;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BACAL;BACALAN;44.8819769860593;-0.54563842478977;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BACCH;BACCHUS;49.6532482048265;-1.75190657051325;NORMANDIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BAGAT;BAGATELLE;43.3097976791919;1.96539273540216;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
BAGE;BAGE (STATION DE POMPAGE);44.2672199343728;2.7217995749249;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
B.CEZ;BAGNOLS-SUR-CEZE;44.2004466977363;4.64744389374136;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BAILL;BAILLEUL;50.7378850482735;2.72347127968279;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
B.BAI;BAINS-LES-BAINS;48.0059976266307;6.27418934918461;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BAIXA;BAIXAS;42.7317861680048;2.80584565141388;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones d'injection photovoltaïque HTB
BAJAT;BAJATIERE;45.1718227976044;5.74560167535438;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BALAN;BALAN;45.8459783996328;5.10058307083388;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BALAR;BALARUC;43.4452615802068;3.70695684661618;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BALDI;BALDI;43.3087923436482;3.50668843680504;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BALLO;BALLON;50.6459510453282;3.07913311415768;HAUTS-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BALMA;BALMA;43.6163733449163;1.49408696159448;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BANCA;BANCAIRON;44.0034386340617;7.13726865290235;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BANNA;BANNALEC;47.9243108118352;-3.67453792421749;BRETAGNE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BARAL;BARALET;42.8819868401522;-0.561976992905964;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BARAQ;BARAQUEVILLE;44.2688458860725;2.42009738223126;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BARBE;BARBEZIEUX;45.4595792546512;-0.151732873235254;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BARBO;BARBOTAN;43.9610777894242;-0.0318759988366278;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BARBU;BARBUISE;48.5608247200968;3.59193970290299;GRAND EST;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
BARCE;BARCELONNETTE;44.3795033132254;6.62813750585203;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BARET;BARETTES;49.8412084307481;0.717812316508372;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BARJA;BARJAC;44.3148014980182;4.34380763404952;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BARJO;BARJOLS;43.5491527172412;6.00975046813524;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
B.DUC;BAR-LE-DUC;48.7702074488553;5.17961655584759;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BARLI;BARLIN;50.4430094348051;2.61118916401671;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BARO5;BARONNIES;44.290586070545;5.28075768320042;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BARQU;BARQUET;49.0332135493807;0.816200708428669;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
BARAG;BARRAGARY;43.2346223315432;-0.869050173083033;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
B.THO;BARRE-THOMAS (LA);48.1105492470144;-1.72574752113536;BRETAGNE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BARR6;BARROIR;49.2694500963493;2.48576032687546;HAUTS-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BASCA;BASCAT;43.707966038321;-1.06725800066548;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
B.BAS;BAS-EN-BASSET;45.3030509349798;4.14046872071949;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
B.HAM;BASSE-HAM;49.3698610749662;6.22809177969956;GRAND EST;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BASSE;BASSENS;44.916057191733;-0.538740617422536;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BASS6;BASSIGNY;48.039855807646;5.34822294777182;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BASTI;BASTILLAC;43.225819024586;0.0399404621554724;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BATIG;BATIGNOLLES;48.8836902904972;2.32214756666086;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BATIL;BATILLY;49.1745396037404;5.97140768711564;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BATZE;BATZENDORF;48.7991399058318;7.72448554683133;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
BAUD;BAUD;47.8780122731162;-3.03715790104776;BRETAGNE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BAUDR;BAUDRY;48.8724042717774;2.30656138050621;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BAUGE;BAUGE;47.531433141366;-0.100348384210655;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
B.DAM;BAUME-LES-DAMES;47.3464399217845;6.35502416786101;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BAUMO;Baumont;46.8720726282138;6.16108010257084;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA
BAYAR;BAYARD;48.5451049311987;5.0703257306898;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BAYET;BAYET;46.2731765511651;3.29555278336578;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
BAYEU;BAYEUX;49.2597931400765;-0.691477250343573;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BAYON;BAYON;48.476194858459;6.32970326050339;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BAZAN;BAZANCOURT;49.3651397205325;4.15750167933386;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BAZAS;BAZAS;44.4135529499156;-0.218365053920067;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BAZEI;BAZEILLES;49.6744734321099;5.00538501482984;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BXBOU;BEAUBOURG;48.8608713180322;2.3575278730374;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BXBRE;BEAUBREUIL;45.8613762873421;1.28091070856869;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BXCH5;BEAUCHAMPS;50.0070559999292;1.52502649584132;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BXCOU;BEAUCOUZE;47.462374947712;-0.632267392866579;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BXFOR;BEAUFORT;45.7305681083516;6.56897355044498;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BXGEN;BEAUGENCY;47.7851559396269;1.61184032218858;CENTRE-VAL DE LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BXLIE;BEAULIEU;46.1764004005653;-1.12007340001315;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BXLIN;BEAULIN;46.7114724181007;0.424514099585782;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
B.LOM;BEAUMONT-DE-LOMAGNE;43.8928609431711;0.994856218971864;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
B.MON;BEAUMONT-MONTEUX;45.01825276474;4.92655484911299;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones d'injection photovoltaïque HTB
BXNE;BEAUNE;47.0453758389959;4.85053109921416;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BXNE6;BEAUNE-LA-ROLANDE;48.0761782955061;2.42944715289665;CENTRE-VAL DE LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BXPUY;BEAUPUY;46.6448061961042;-1.23754862523877;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BXRE5;BEAUREGARD;49.3464531338952;6.15727903418501;GRAND EST;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
BXREG;BEAUREGARD;45.1482315975069;1.48610444536997;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
BXREP;BEAUREPAIRE;45.3257470580924;5.05457326542621;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
